Month,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1225489,-,-,-,40.53,-74.58,-5,18,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,Degrees,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
January,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Relative Humidity,Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,17,23,30,0,0,0,-2,91.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,0,30,0,0,0,-2,90.73,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,1,30,0,0,0,-2,88.59,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,2,30,0,0,0,-3,90.98,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,3,30,0,0,0,-4,84.82,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,4,30,0,0,0,-5,77.65,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,5,30,0,0,0,-6,77.29,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,6,30,0,0,0,-7,72.7,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,7,30,36,461,89,-7,64.67,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,8,30,63,656,253,-8,55.94,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,9,30,74,875,453,-8,51.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,10,30,78,943,587,-8,51.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,11,30,78,978,666,-8,51.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,12,30,76,989,681,-8,47.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,13,30,76,970,630,-8,47.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,14,30,69,932,520,-9,50.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,15,30,58,854,360,-8,50.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,16,30,41,686,172,-8,57.85,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,17,30,0,0,0,-7,70.78,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,18,30,0,0,0,-7,71.42,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,19,30,0,0,0,-7,72.56,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,20,30,0,0,0,-7,78.69,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,21,30,0,0,0,-7,78.21,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,22,30,0,0,0,-7,77.3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,18,23,30,0,0,0,-7,76.87,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,0,30,0,0,0,-7,76.86,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,1,30,0,0,0,-7,82.83,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,2,30,0,0,0,-7,82.92,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,3,30,0,0,0,-7,82.91,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,4,30,0,0,0,-7,81.36,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,5,30,0,0,0,-7,79.52,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,6,30,0,0,0,-8,72.53,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,7,30,42,243,71,-9,58.38,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,8,30,103,382,215,-9,52.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,9,30,175,299,307,-8,50.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,10,30,237,272,385,-8,54.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,11,30,279,223,414,-7,54.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,12,30,289,176,398,-6,53.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,13,30,266,157,357,-5,58.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,14,30,197,325,356,-4,62.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,15,30,101,0,101,-3,71.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,16,30,47,0,47,-2,83.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,17,30,0,0,0,-2,85.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,18,30,0,0,0,-1,87.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,19,30,0,0,0,-1,89.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,20,30,0,0,0,-1,92.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,21,30,0,0,0,0,95.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,22,30,0,0,0,0,98.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,19,23,30,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,0,30,0,0,0,0,96.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,1,30,0,0,0,0,98.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,2,30,0,0,0,0,98.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,3,30,0,0,0,0,97.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,4,30,0,0,0,0,96.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,5,30,0,0,0,0,96.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,6,30,0,0,0,0,96.47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,7,30,40,377,87,1,87.31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,8,30,68,677,271,2,84.42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,9,30,131,543,372,4,79.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,10,30,214,405,437,6,83.85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,11,30,245,413,497,7,84.48,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,12,30,269,337,479,7,86.69,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,13,30,267,208,388,8,88.87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,14,30,82,846,499,8,90.34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,15,30,70,758,345,8,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,16,30,50,570,163,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,17,30,0,0,0,4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,18,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,19,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,20,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,21,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,22,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,20,23,30,0,0,0,6,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,0,30,0,0,0,4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,1,30,0,0,0,4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,2,30,0,0,0,4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,3,30,0,0,0,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,4,30,0,0,0,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,5,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,6,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,7,30,46,54,53,2,92.87,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,8,30,122,125,160,3,86.94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,9,30,192,216,289,5,78.45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,10,30,232,45,257,5,69.91,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,11,30,185,3,187,5,69.08,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,12,30,270,51,303,5,69.82,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,13,30,268,223,399,6,71.95,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,14,30,121,0,121,6,79.68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,15,30,157,170,220,7,90.63,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,16,30,79,119,103,6,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,17,30,6,0,6,4,97.35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,18,30,0,0,0,4,96.93,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,19,30,0,0,0,4,98.65,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,20,30,0,0,0,4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,21,30,0,0,0,4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,22,30,0,0,0,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,21,23,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,0,30,0,0,0,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,1,30,0,0,0,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,2,30,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,3,30,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,4,30,0,0,0,0,99.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,5,30,0,0,0,0,95.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,6,30,0,0,0,0,93.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,7,30,40,445,99,0,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,8,30,66,710,285,0,84.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,9,30,80,831,457,0,71.32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,10,30,88,892,588,0,60.62,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,11,30,92,919,663,0,57.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,12,30,93,923,675,0,57.73,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,13,30,88,910,625,0,54.49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,14,30,82,864,515,0,55.04,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,15,30,71,774,358,0,59.62,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,16,30,50,594,173,2,85.06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,17,30,13,0,13,0,81.91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,18,30,0,0,0,0,86.22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,19,30,0,0,0,0,91.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,20,30,0,0,0,0,99.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,21,30,0,0,0,0,98.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,22,30,0,0,0,0,98.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,22,23,30,0,0,0,0,96.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,0,30,0,0,0,-1,92.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,1,30,0,0,0,-1,88.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,2,30,0,0,0,-2,91.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,3,30,0,0,0,-2,83.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,4,30,0,0,0,-2,84.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,5,30,0,0,0,-1,86.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,6,30,0,0,0,-1,92.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,7,30,10,0,10,0,99.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,8,30,31,0,31,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,9,30,69,0,69,1,99.51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,10,30,100,0,100,2,95.89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,11,30,201,7,205,2,97.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,12,30,48,0,48,2,97.29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,13,30,133,0,133,2,97.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,14,30,15,0,15,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,15,30,35,0,35,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,16,30,79,355,154,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,17,30,11,0,11,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,18,30,0,0,0,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,19,30,0,0,0,0,98.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,20,30,0,0,0,0,98.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,21,30,0,0,0,0,98.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,22,30,0,0,0,0,99.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,23,23,30,0,0,0,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,0,30,0,0,0,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,1,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,2,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,3,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,4,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,5,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,6,30,0,0,0,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,7,30,17,0,17,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,8,30,48,0,48,4,94.35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,9,30,43,0,43,5,99.44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,10,30,59,0,59,7,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,11,30,79,0,79,8,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,12,30,82,0,82,9,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,13,30,89,0,89,10,97.91,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,14,30,89,0,89,11,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,15,30,34,0,34,11,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,16,30,16,0,16,11,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,17,30,1,0,1,13,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,18,30,0,0,0,13,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,19,30,0,0,0,13,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,20,30,0,0,0,13,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,21,30,0,0,0,13,99.36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,22,30,0,0,0,14,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,24,23,30,0,0,0,14,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,0,30,0,0,0,13,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,1,30,0,0,0,11,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,2,30,0,0,0,11,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,3,30,0,0,0,11,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,4,30,0,0,0,9,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,5,30,0,0,0,9,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,6,30,0,0,0,9,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,7,30,54,31,59,8,99.55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,8,30,131,90,161,8,95.33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,9,30,134,0,134,6,84.62,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,10,30,110,0,110,4,76,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,11,30,289,75,337,4,71,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,12,30,90,0,90,3,73.91,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,13,30,31,0,31,3,77.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,14,30,155,0,155,2,79.59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,15,30,114,0,114,2,88.55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,16,30,56,0,56,1,90.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,17,30,5,0,5,1,86.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,18,30,0,0,0,0,90.68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,19,30,0,0,0,0,88.66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,20,30,0,0,0,0,92.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,21,30,0,0,0,0,89.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,22,30,0,0,0,-1,92.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,25,23,30,0,0,0,-1,89.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,0,30,0,0,0,-1,87.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,1,30,0,0,0,-2,85.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,2,30,0,0,0,-2,81.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,3,30,0,0,0,-3,76.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,4,30,0,0,0,-4,77.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,5,30,0,0,0,-4,80.97,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,6,30,0,0,0,-5,73.96,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,7,30,46,496,122,-5,67.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,8,30,73,739,316,-6,61.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,9,30,139,556,403,-7,58.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,10,30,123,739,552,-7,57.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,11,30,187,621,584,-7,53.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,12,30,83,983,722,-7,53.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,13,30,80,967,670,-7,53.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,14,30,72,935,558,-7,56.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,15,30,62,861,396,-7,56.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,16,30,47,700,203,-7,60.12,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,17,30,14,258,24,-7,66.12,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,18,30,0,0,0,-7,72.03,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,19,30,0,0,0,-7,72.59,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,20,30,0,0,0,-7,72.83,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,21,30,0,0,0,-7,73.45,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,22,30,0,0,0,-6,80.34,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,26,23,30,0,0,0,-6,81.78,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,27,0,30,0,0,0,-6,82.68,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,27,1,30,0,0,0,-6,82.79,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,27,2,30,0,0,0,-6,82.86,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,27,3,30,0,0,0,-6,77.74,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,27,4,30,0,0,0,-6,79.05,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
